Word_Positive,Word_Negative,Bigram_Positive,Bigram_Negative,Length
2213,1189,22,8,109
693,2595,0,0,114
2197,2116,8,0,160
1676,1516,9,0,47
2666,1551,101,40,29
145,369,0,0,23
1464,1257,0,0,16
765,1521,180,251,97
1732,2107,0,26,127
2529,925,436,113,94
4914,2946,33,15,147
2458,3165,19,49,143
2878,4434,8,12,134
1134,1729,0,0,73
5017,10589,7,87,115
5185,5616,21,0,122
734,621,7,0,30
4065,2897,533,331,181
4086,3520,499,47,85
6157,9689,60,143,305
2738,2920,8,20,278
78,432,0,0,9
3143,1941,31,0,198
6132,3966,80,20,128
4254,6764,0,0,202
5085,3599,665,233,75
1323,1407,12,12,62
2376,3708,27,54,113
2535,3704,9,0,212
1092,1030,14,29,36
3961,6208,0,0,190
3096,2655,163,119,140
2612,2777,36,0,116
1320,571,0,0,87
32,63,0,0,5
913,782,0,0,56
1250,834,0,0,80
3559,3253,13,0,209
6363,8105,28,0,187
911,700,0,0,20
2822,4945,0,32,53
1454,1921,282,338,182
1930,3082,0,0,34
1481,2926,0,18,136
1142,2201,0,40,113
919,637,15,0,43
1755,1721,42,41,62
78,432,0,0,8
702,878,274,338,25
330,615,0,0,191
692,986,0,0,11
504,382,12,12,40
2129,2864,0,34,194
181,130,0,0,63
597,1149,0,0,33
3052,2515,49,9,96
1498,1642,0,0,65
1505,1836,0,0,200
2533,2035,7,0,115
4487,7967,0,48,299
132,63,0,0,34
463,407,0,0,35
5018,4634,475,126,306
758,396,0,0,55
1181,2861,0,8,111
3133,4507,0,61,99
2221,2182,0,0,71
659,960,0,0,130
47,166,0,0,44
1530,3471,0,0,290
685,1587,114,395,110
766,838,0,0,62
1132,1435,0,26,74
5030,7925,8,38,220
346,517,0,100,45
7055,11621,103,124,114
3744,7557,9,69,147
923,1727,0,0,45
823,2250,0,0,219
1742,2761,13,76,184
1230,947,34,30,62
289,614,0,0,49
9440,14348,96,259,209
2225,3618,0,0,287
515,415,0,0,36
3914,4385,90,81,121
856,1641,0,0,123
4181,3152,515,47,113
4663,7877,0,24,231
9005,12736,34,68,328
1893,756,0,0,61
2719,2361,103,30,100
195,420,0,0,17
2763,2478,18,8,66
2278,1082,930,296,69
1128,1392,0,0,25
565,1200,130,269,22
1707,4012,0,59,180
528,1330,0,0,21
1376,753,0,0,116
1584,1408,106,20,59
3879,6374,23,21,60
1686,3854,0,86,154
578,745,162,188,47
2598,3060,39,73,180
253,525,0,0,50
4020,5639,299,412,260
920,470,0,0,43
18,0,0,0,8
1255,812,0,0,92
1555,1440,8,38,44
2711,2126,0,0,249
0,0,0,0,10
4547,6284,18,42,286
1072,1085,409,334,81
728,816,0,0,31
3938,5325,13,168,116
1175,1139,0,0,101
2318,1886,397,173,40
816,751,0,10,39
731,1175,0,0,83
1738,903,0,0,41
6033,9663,220,319,140
1448,3248,0,9,169
1509,3145,0,82,113
19,0,0,0,12
2041,3941,0,0,249
361,244,0,0,34
442,67,0,0,5
261,370,0,0,14
2257,832,18,0,45
2816,3240,358,338,275
3391,5839,32,35,234
246,489,0,0,44
342,327,0,0,56
718,1755,0,19,26
482,1924,0,0,32
45,16,0,0,30
27,69,0,0,31
2893,2804,0,0,57
0,0,0,0,11
3564,4546,53,101,80
3098,4797,39,82,224
1460,1773,0,0,41
5576,7484,17,9,263
689,1379,0,0,54
1087,3261,0,177,76
652,580,0,0,37
1763,2732,10,32,61
3989,4205,26,0,78
1854,3394,0,18,28
6165,6501,279,147,319
415,709,0,0,51
4092,5554,21,42,193
428,1542,0,24,103
829,2617,0,16,197
1487,1330,8,38,25
1535,747,14,0,35
1722,1895,274,338,161
1460,1690,0,0,79
4419,7730,19,75,309
1538,2579,7,50,251
2205,1552,0,0,43
3103,6099,170,268,53
0,0,0,0,13
1372,1147,442,47,17
680,177,0,0,23
307,206,0,0,63
264,510,14,0,57
1567,2525,29,0,251
931,1687,0,0,35
2145,3782,0,18,80
3326,4115,35,66,232
2984,1119,122,9,201
1645,2494,0,52,183
0,0,0,0,8
1252,857,20,0,86
1949,1517,442,47,45
1167,2168,0,0,107
0,0,0,0,15
2821,3423,0,47,339
1566,1677,0,0,116
4447,5819,8,0,201
278,427,0,0,114
3654,2902,19,0,316
1450,235,0,0,6
1935,4406,0,137,52
2498,3690,658,883,258
2201,1417,25,0,127
30,65,0,0,19
2574,5454,0,96,124
2525,2255,0,0,151
606,98,0,0,14
1150,1274,0,0,123
0,0,0,0,3
4278,4295,13,0,228
1260,2290,8,40,119
7138,8062,210,302,181
4313,3507,24,17,142
931,793,0,0,69
4110,4939,142,33,145
2008,2072,192,271,39
6406,3595,39,0,243
1511,1131,211,20,58
1286,743,13,0,35
2053,2844,114,269,214
1307,1021,8,0,26
2678,3018,0,53,156
8071,6939,965,304,238
519,795,0,10,226
434,914,0,0,77
3123,4887,552,318,104
2677,4782,189,278,131
13,161,0,0,17
1249,1709,0,0,256
154,92,0,0,37
1978,2591,0,0,58
142,792,0,0,47
316,1234,0,0,4
754,1652,37,32,28
5142,4444,53,0,220
1573,3334,0,80,118
295,125,0,0,16
1151,565,32,0,47
1672,2953,0,0,291
1777,1638,8,0,155
3001,488,22,0,80
1421,1461,195,92,58
9329,13131,0,178,165
1774,1375,49,0,127
425,265,0,0,32
1519,650,0,0,48
2572,2244,0,14,152
0,0,0,0,3
206,913,0,0,44
3031,4829,8,0,216
2035,2859,247,281,258
1744,2486,7,22,281
1570,2713,0,56,309
2005,3277,47,82,178
2084,2094,200,251,53
1951,3011,0,20,210
1295,355,0,0,23
1459,603,25,15,25
4337,2676,0,0,217
375,454,0,8,18
370,43,0,0,11
2344,2273,442,47,24
78,432,0,0,7
416,789,0,0,84
3089,4486,274,338,197
1451,623,39,9,14
1927,3063,0,10,103
982,705,17,0,79
804,2308,14,0,74
690,534,0,0,52
3406,3299,7,8,73
0,0,0,0,1
1100,1992,0,0,100
10044,10280,162,55,217
2349,4098,25,62,82
255,129,0,0,23
3110,3296,22,14,118
695,1522,0,0,79
676,577,0,0,91
123,600,0,0,61
2623,1134,33,0,42
1604,1974,490,170,62
2073,1154,116,0,47
700,508,0,0,39
1682,2663,12,28,77
885,1054,0,0,32
1068,814,151,0,70
771,1739,0,0,95
4011,5899,62,50,277
834,277,0,0,48
437,603,7,0,94
1818,1045,39,85,52
1789,1618,0,0,53
2117,1453,31,0,60
54,30,0,0,24
157,838,0,0,50
536,1167,50,79,142
703,1961,0,317,179
624,775,0,0,170
252,1027,0,0,29
6602,12323,8,32,294
1460,1773,0,0,42
595,1857,0,0,60
1105,846,0,0,70
320,783,0,0,56
471,683,18,0,124
553,355,0,0,57
5340,10995,98,104,182
5664,6558,231,285,196
1139,2121,0,0,91
2493,2211,8,0,105
0,0,0,0,3
517,833,0,0,85
10612,14746,13,96,206
2550,5469,10,69,142
1714,2657,27,21,92
330,365,0,0,21
5748,5835,187,111,175
1752,1867,0,0,107
478,67,0,0,12
2359,3116,12,12,115
1430,1510,0,10,66
3299,2592,162,188,83
371,1287,0,0,14
2010,4876,0,46,48
1571,1154,32,0,57
1813,2870,0,0,132
7590,12573,12,104,228
241,1114,0,0,31
1195,1351,0,0,32
1410,1357,21,0,69
6887,5703,84,68,269
917,1706,0,14,71
304,728,0,0,56
618,1134,0,0,53
2137,2394,0,0,120
4310,4631,0,13,101
5624,8603,28,109,315
421,588,0,0,23
2648,5637,0,70,36
0,0,0,0,6
3074,3220,10,0,77
1939,3802,0,13,241
1693,426,0,0,67
3717,5317,41,30,240
1339,2596,0,10,63
4406,3134,92,0,134
1818,1568,39,0,119
249,604,0,0,40
791,1705,0,45,107
1436,950,10,0,48
1204,2145,0,20,200
1736,1824,0,0,124
2618,4374,8,0,297
385,92,0,0,6
1397,564,0,0,21
2785,1807,428,96,72
730,1822,12,8,24
2494,3451,0,31,320
484,203,0,0,136
3429,4650,10,93,41
381,850,0,0,17
4367,6944,162,201,270
3168,1739,24,0,255
2187,5196,0,0,198
5985,8084,17,9,216
211,248,0,0,41
619,1899,0,0,53
301,2038,0,65,41
1674,653,0,0,37
2009,3077,0,71,77
1353,1833,15,0,286
210,760,0,0,73
15,19,0,0,20
2277,1678,140,33,59
1554,1266,11,0,81
616,2113,0,0,59
486,936,22,0,78
79,342,0,0,11
3030,2111,131,0,69
1647,2569,0,23,201
2168,4595,0,18,339
762,741,0,0,59
3493,4813,0,15,283
349,729,0,0,139
1520,2230,0,0,52
29,0,0,0,15
1358,1436,9,0,78
1233,1049,0,8,96
137,308,0,0,37
957,1057,0,0,59
1255,812,0,0,96
6640,5040,501,115,288
6523,6811,920,296,109
5736,7385,23,48,241
1996,3091,16,0,17
2180,2021,18,21,31
3968,6263,7,29,273
9536,13166,221,251,277
3967,4303,0,0,162
1308,3113,8,23,223
2765,4707,0,38,164
12,117,0,0,7
0,0,0,0,2
1565,786,8,0,27
1058,2128,0,0,255
2504,3206,18,0,47
1320,2041,274,358,77
3167,4112,0,8,250
1355,1076,0,0,79
108,26,0,0,14
221,243,0,0,62
4961,5307,10,48,276
1010,882,0,0,36
3879,5307,90,81,123
0,0,0,0,3
2035,976,0,0,98
0,0,0,0,2
6450,10054,44,66,351
229,416,0,30,38
1741,766,30,8,94
607,825,0,0,51
3343,2400,919,296,72
1360,4120,0,60,163
1089,783,0,0,180
85,377,0,0,36
3088,3919,490,218,128
3373,5545,25,34,189
2406,1772,123,45,114
1379,2652,7,0,73
123,720,0,0,27
992,2525,10,0,37
1716,3141,0,0,306
2555,3359,27,0,114
3918,3319,21,0,104
1759,2743,274,338,183
951,1927,0,0,120
2210,2650,0,0,129
1650,3528,0,86,77
1508,1329,0,0,116
3369,3356,51,31,77
247,810,0,20,55
2079,2418,0,34,178
840,414,0,0,131
2317,1144,0,0,107
3799,8173,0,28,215
1866,2954,9,0,148
2721,887,20,0,111
841,764,0,0,56
2250,1438,29,0,53
4550,5922,19,39,180
838,1103,0,0,45
5218,7392,31,107,139
3816,5293,292,388,290
8398,12815,56,290,280
177,576,0,0,91
2493,2525,21,0,91
2502,3319,21,14,116
1506,708,0,0,31
5198,5829,71,86,140
6794,10514,360,575,198
385,92,0,0,7
571,767,0,0,30
530,114,0,0,10
14,40,0,0,31
249,328,0,0,19
1625,1260,0,0,125
5818,8119,48,29,274
1545,298,0,0,17
5700,4923,8,0,215
1179,1116,0,0,51
222,298,0,0,9
3820,4167,44,28,57
260,1167,0,0,42
495,1133,0,0,103
1449,624,9,0,37
1962,1717,411,338,71
1103,1478,8,26,48
5259,7907,65,77,253
2355,1197,283,338,99
1910,5648,29,194,121
1293,4402,0,198,197
323,720,0,25,35
996,1534,274,338,77
728,816,0,0,29
1086,2040,0,0,46
3579,3455,70,0,36
34,79,0,0,7
24,0,0,0,19
1906,1180,115,0,11
976,345,0,0,25
498,886,0,0,130
813,1776,0,8,122
0,55,0,23,63
635,2053,14,0,71
9304,8432,292,260,261
3426,2653,476,343,72
2938,2310,105,93,171
2273,1522,13,0,50
1137,1821,282,338,125
808,824,0,9,140
2224,3070,0,31,96
2439,4711,46,80,51
3923,4708,26,15,55
702,912,274,338,40
2831,5941,0,169,144
3361,3031,8,0,223
3041,3179,12,0,104
0,0,0,0,36
2360,2900,0,0,265
1835,2545,0,9,194
11024,16969,119,159,346
2956,1826,996,327,144
1389,1475,285,338,150
280,543,0,0,30
5457,6723,47,105,120
3634,5189,0,11,256
1329,550,0,0,71
2232,3818,0,25,91
2640,4223,0,21,132
799,1318,0,0,64
761,1086,0,0,61
1431,1923,0,12,51
5033,8380,7,74,313
2340,3416,0,9,270
3913,5817,0,8,225
245,677,0,0,49
416,374,0,0,35
93,112,0,0,99
4219,6896,0,21,202
5371,6992,42,45,117
2500,4653,0,0,143
1583,1342,11,0,78
258,908,0,0,33
3643,6477,0,46,144
2741,2978,127,33,165
1831,1096,8,0,194
6080,6900,63,52,240
1791,2306,8,12,159
2499,1479,37,9,69
709,752,0,0,82
605,1087,0,0,168
3121,2822,24,0,99
4478,6130,0,32,280
1337,497,0,0,39
4031,7312,0,30,204
1024,2901,0,0,227
3733,6970,162,306,288
1104,421,0,9,27
0,0,0,0,4
1456,2203,0,0,88
385,92,0,0,4
138,1039,0,0,86
3636,4785,14,26,282
0,66,0,0,19
5051,6550,82,168,179
674,251,0,0,26
2099,2142,611,610,76
700,1046,162,188,85
345,569,0,0,45
265,729,0,0,37
4115,6592,0,23,258
816,1510,67,36,127
6509,10689,19,20,277
408,1020,0,0,80
4064,2599,145,0,153
3599,4610,0,25,116
2287,4726,0,27,108
2319,5601,0,47,114
4066,3374,496,47,58
268,453,0,11,40
193,234,0,0,53
871,2496,0,0,227
1056,649,11,0,65
1143,2140,0,0,232
40,106,0,0,16
822,1403,0,0,35
5828,5168,60,29,67
824,682,0,0,28
2864,2935,11,0,152
2219,3979,8,22,26
2130,3128,0,0,241
906,2465,0,9,99
4381,8246,0,266,249
7515,8787,10,131,277
1915,2083,16,0,152
1906,1693,85,85,100
0,0,0,0,18
4690,8263,0,207,209
0,0,0,0,6
18,52,0,0,25
4967,6070,180,282,263
1190,2900,0,60,107
4592,8264,9,56,173
52,52,0,0,9
3923,2254,49,0,118
2587,6098,0,205,95
1574,1252,9,0,34
2072,2376,20,9,110
3302,6680,0,0,170
6502,11146,40,62,283
1678,3942,0,37,215
1069,845,0,0,50
4259,3886,387,183,287
708,1596,114,269,138
426,1154,0,0,26
0,0,0,0,3
3079,4339,138,325,129
53,237,0,8,26
1011,1273,0,0,100
1479,2727,0,51,50
51,93,0,0,16
491,672,0,0,115
4693,5840,236,30,90
1068,425,11,0,56
0,0,0,0,9
1543,382,0,0,91
2690,1973,28,0,121
4458,3673,21,0,110
756,448,0,0,11
1391,1695,16,41,46
3100,5179,0,0,171
3795,1858,33,0,160
623,1822,0,22,146
89,406,0,0,8
401,1303,0,0,26
1399,1340,0,14,75
2178,4617,8,84,143
3445,2689,76,44,71
806,502,0,0,28
979,1787,0,0,86
1582,749,39,9,15
4228,5137,0,0,376
660,1617,0,12,144
1797,3009,0,37,98
672,1165,0,0,105
494,548,0,0,41
2345,2527,11,0,47
1694,663,17,0,20
6142,3456,74,38,317
3731,3941,34,0,114
1046,290,0,0,91
108,20,0,0,22
838,1349,0,0,42
10455,14690,82,191,268
3776,3598,0,0,188
5304,4593,71,20,167
724,1059,26,19,38
2032,3347,0,0,90
0,32,0,0,19
3753,6397,0,29,228
302,851,0,18,84
0,16,0,0,35
4626,3149,36,0,261
553,1782,0,39,164
988,2456,0,21,89
385,92,0,0,3
4669,6482,31,78,256
140,172,0,0,29
0,0,0,0,299
6140,4147,85,0,303
1367,1145,10,23,235
1166,2137,51,71,55
4272,3381,8,0,278
574,1060,0,0,196
0,0,0,0,3
1312,861,0,0,42
1148,1227,28,29,61
1230,1318,274,338,88
3305,4798,47,112,308
1500,2242,0,0,31
0,0,0,0,2
2027,4494,0,21,228
2577,1875,562,268,74
2828,2178,0,0,266
3105,3717,41,51,101
2721,2646,29,9,92
2964,2268,0,0,137
2227,1382,75,9,107
254,475,0,0,15
2125,3663,0,54,160
3163,2756,13,0,105
984,255,0,0,34
221,339,17,0,37
1815,1943,283,338,136
1896,3125,0,0,91
924,1858,0,0,147
2108,1256,553,203,105
8416,13669,27,28,272
2654,3950,21,30,195
1722,2252,0,0,82
2082,4255,0,29,109
1345,3375,0,58,98
1363,1384,0,0,58
516,541,31,0,11
35,0,0,0,21
2032,3347,18,69,154
1187,1913,274,338,63
4485,9058,8,40,96
1599,1529,20,0,54
1171,1024,0,0,54
746,1525,0,10,163
2714,3869,9,0,178
1054,1336,0,0,40
3426,2732,476,47,161
33,241,0,0,5
1311,1662,0,0,74
50,37,0,0,20
8954,9487,25,25,191
2889,3361,70,0,18
653,1390,0,0,82
949,512,23,0,36
1274,1926,27,0,162
7483,10539,62,66,117
20,0,0,0,77
1279,908,10,0,85
3555,5377,13,207,229
3168,2298,51,8,132
6558,11994,0,56,291
5232,6934,124,153,275
1072,478,0,0,23
2628,2965,93,20,113
0,0,0,0,10
1093,835,0,0,78
1475,1410,0,23,73
557,72,0,0,7
1255,3182,0,615,290
3672,4099,30,0,245
3484,5570,24,37,152
3024,3684,15,0,90
0,0,0,0,11
3775,4582,23,32,160
2675,3022,41,18,263
2496,3784,59,79,243
4974,3022,159,33,256
3429,5080,0,10,141
3158,5287,7,0,117
369,611,7,22,80
582,1802,0,14,61
2264,1145,919,296,106
1638,3013,20,37,73
606,1013,0,13,88
3050,1996,136,0,99
489,649,0,0,42
912,240,0,0,41
1377,3156,0,25,114
2455,3007,8,12,160
138,179,0,0,82
0,55,0,0,21
1106,1832,13,68,64
1922,1306,14,0,91
1579,1895,0,0,95
3301,4453,17,47,119
513,888,0,0,33
571,303,14,0,6
832,615,0,0,28
424,897,0,0,77
3123,3013,27,13,125
562,1413,0,15,27
8517,11590,9,18,264
2065,1070,55,11,37
808,1535,0,8,62
1451,3068,0,20,131
544,1029,0,0,66
371,1250,0,0,14
687,462,0,0,92
94,103,0,0,13
2771,3699,0,32,64
2689,4819,28,100,271
1266,721,13,0,29
888,1114,0,10,232
2312,1092,0,0,101
871,818,0,0,53
5628,3851,57,43,145
1624,1321,9,0,112
229,416,0,30,40
647,1886,0,8,32
4046,3343,111,35,139
4321,4075,55,27,245
4754,3631,79,8,81
637,1042,0,0,36
766,591,0,0,63
319,771,0,0,61
3207,3025,0,0,99
0,0,0,0,3
3655,6904,0,48,140
1554,2011,11,0,117
998,2661,0,46,97
3494,2528,497,184,137
252,1027,0,0,13
2754,3662,9,0,196
2564,2271,10,0,85
673,1503,0,0,66
2225,2887,0,16,268
0,0,0,0,4
36,22,0,0,38
2703,2997,0,0,225
3208,2297,47,0,170
2422,4814,8,15,236
1478,1299,0,0,41
2404,4067,37,31,89
2160,3537,0,8,85
4197,2482,931,296,90
261,370,0,0,12
1430,719,0,0,33
0,0,0,0,14
3357,3967,40,14,166
1587,1486,0,0,89
3794,6376,0,21,208
1417,1139,274,338,48
0,0,0,0,1
345,997,0,0,74
3498,3982,487,110,51
628,1818,23,31,34
3479,2820,86,0,182
1328,586,0,0,23
97,72,0,0,30
4622,6958,25,40,181
362,793,0,36,35
89,0,0,0,21
678,2364,0,30,151
5863,5670,8,0,191
437,899,0,0,35
2263,3074,0,32,81
891,577,0,0,105
1775,2660,0,0,262
844,2078,0,21,20
4245,3073,9,0,79
1128,3208,0,41,181
4096,6959,12,26,265
184,345,0,0,12
413,816,0,0,39
780,1377,0,0,119
1079,1649,274,338,38
185,187,0,0,67
30,198,0,0,13
1783,3383,38,27,93
526,1286,0,0,88
4269,4935,9,16,317
3127,1628,496,132,137
1114,949,0,0,100
11729,13804,84,21,344
1594,576,7,0,102
663,1094,0,0,56
455,357,0,0,38
2311,3186,306,580,293
1192,881,0,0,78
1605,2711,0,0,249
866,1032,0,10,70
5443,4487,46,41,237
282,520,0,0,23
943,988,0,0,120
2246,2262,0,0,21
1381,1989,0,13,34
133,108,0,0,40
374,605,10,16,41
385,791,0,0,98
870,1072,0,16,37
535,625,0,0,24
462,885,0,0,49
3336,3143,303,347,115
1943,3322,162,215,113
678,1880,37,32,69
78,432,0,0,3
3209,4239,20,129,234
1248,1378,195,92,40
4412,6182,28,64,334
4068,4441,117,42,86
3735,6208,8,26,232
4081,3826,31,10,204
1858,1592,180,260,56
7043,9900,65,84,104
2861,2790,0,9,238
4004,3824,85,68,86
655,405,0,0,39
1889,3726,0,80,121
2676,2523,0,0,27
4033,5712,7,47,238
1629,1522,374,164,99
1035,1429,0,9,93
3572,3774,910,296,43
886,3331,10,554,134
6302,3685,100,9,272
4168,6494,0,0,86
1115,2307,0,0,96
4228,5820,36,21,85
3224,2079,110,93,103
3071,942,910,296,67
797,641,83,0,71
951,3456,0,68,165
1157,1482,0,0,94
3402,8162,9,100,135
2389,3345,0,10,247
916,2576,0,0,103
1731,2780,0,11,83
1213,1175,15,0,94
2311,4821,0,18,164
311,439,0,0,48
3855,4136,251,262,117
2409,1735,0,0,80
446,897,0,0,24
2288,3032,0,0,246
3371,5519,13,23,77
1084,2383,0,42,120
4323,4202,0,10,274
1190,387,41,0,30
2294,1965,442,47,66
8011,7343,159,23,207
2088,3164,16,0,44
1737,752,53,0,79
567,1044,0,0,134
2296,4373,53,66,90
895,602,0,0,50
189,184,0,0,41
1297,3032,0,35,130
996,1821,0,40,138
2137,3323,0,15,286
176,130,0,0,58
5437,8784,0,0,171
140,20,0,0,33
412,643,0,0,57
2646,2389,11,0,67
842,791,0,0,42
252,1027,0,0,21
3282,2025,16,0,173
4199,4506,222,86,61
643,1260,0,0,284
521,607,0,0,52
159,428,0,0,38
2574,2938,17,56,93
1070,481,0,0,29
3206,4767,101,0,182
4191,6517,0,0,187
3639,4319,0,35,74
4748,7357,162,209,247
1655,1947,16,8,95
3304,3664,0,21,139
973,1533,0,0,58
2278,3583,114,277,116
383,418,0,0,11
7936,6303,423,297,280
1568,1566,255,232,104
224,418,0,0,8
2195,3432,0,42,178
1685,2282,326,423,67
3035,1826,1004,327,148
1753,1092,16,0,62
4590,5441,208,102,173
2914,2818,37,0,353
7355,9944,15,24,275
530,837,0,0,101
1817,3067,25,22,84
0,0,0,0,15
1304,1642,0,0,55
276,434,0,0,27
481,52,0,0,23
30,49,0,0,12
2959,3050,0,0,198
316,1234,0,0,5
583,1964,0,0,92
0,0,0,0,2
1671,2491,0,0,53
4124,6839,947,313,276
3626,5101,0,0,93
10012,7937,157,45,271
10317,8430,105,0,327
2595,2596,0,0,157
856,1641,0,0,97
3539,2357,34,0,73
132,105,0,0,20
3082,3368,48,0,128
6013,8954,50,51,212
2596,3342,0,0,214
3130,3932,8,35,119
3812,2996,462,96,57
2397,1740,0,0,283
2203,963,7,0,128
3880,5112,0,0,155
394,291,0,0,57
502,1445,0,19,12
660,650,0,0,48
1508,1101,374,164,64
748,749,0,0,84
471,631,18,0,123
3346,7540,0,123,189
699,644,0,0,50
4772,5163,50,39,311
3535,3628,0,20,250
3424,2431,74,20,113
16,0,0,0,8
385,92,0,0,3
2490,3357,0,0,251
613,1860,0,8,44
2339,2400,127,33,155
0,0,0,0,2
3470,3795,918,296,59
0,0,0,0,8
2107,1759,910,296,50
2353,1661,0,0,73
5637,5173,52,43,269
5232,4805,41,10,278
5664,6558,231,285,180
114,0,0,0,12
0,0,0,0,2
1394,1241,0,0,114
0,0,0,0,20
780,865,0,0,123
3753,4065,71,123,117
337,835,0,12,103
457,1166,0,0,32
4193,3708,16,8,101
0,87,0,0,58
1954,3504,0,22,41
3081,3336,16,20,250
1597,771,0,0,22
1021,1898,9,18,61
1053,1754,0,36,82
1516,1671,59,71,61
1207,1496,0,9,84
3933,5164,27,24,284
694,979,0,0,38
4321,3575,34,10,259
2684,3553,0,0,98
1505,325,8,0,16
402,738,0,0,84
252,1027,0,0,18
2568,2747,19,49,160
434,277,0,0,99
3923,3987,450,47,170
942,1182,16,21,70
11389,14192,162,98,270
1264,2704,0,0,110
979,1188,0,0,49
613,1461,114,381,48
1142,311,41,0,23
3410,2837,225,207,156
912,1218,20,22,42
373,899,0,0,49
364,724,0,0,15
1068,814,101,0,73
27,48,0,0,44
460,991,0,0,150
2942,1396,33,0,47
4441,2832,958,310,148
1610,2818,0,10,216
4246,2992,9,16,264
1342,2442,0,19,132
371,770,0,0,20
4720,5292,92,0,111
32,465,0,0,12
1109,2049,114,269,207
3191,5098,12,30,128
1039,799,0,0,6
63,81,0,0,17
117,437,0,0,38
437,368,0,0,67
4747,3434,88,0,213
5243,4974,123,64,308
1659,1977,433,323,110
1320,1720,109,59,131
2955,5528,9,35,117
614,636,0,0,74
2096,1403,44,9,118
7375,7909,1061,169,207
2401,4379,0,0,66
17,34,0,0,8
621,550,0,0,13
1684,737,9,0,12
1181,2520,0,0,173
2507,2735,0,0,87
933,2837,0,664,240
3372,4515,0,28,115
10879,13220,150,82,236
275,393,0,0,46
822,1200,0,47,90
3638,6226,29,79,110
20,62,0,0,23
3458,3102,8,0,62
117,431,0,0,12
5560,6682,80,42,110
1203,3047,0,46,76
727,1019,274,338,41
4805,3168,65,0,265
751,736,0,8,84
2412,2494,10,9,215
5762,8580,114,105,304
453,532,0,0,52
1012,1906,0,10,133
1719,2125,23,39,55
619,1107,0,0,37
2257,4099,0,11,143
4913,5994,515,290,70
725,1172,180,251,53
864,1730,0,0,127
1941,2828,62,90,113
2293,1555,374,164,156
922,2021,0,0,40
979,1486,0,29,131
539,328,0,0,44
4099,3298,57,0,82
292,518,0,0,18
3428,6662,652,1026,184
0,101,0,0,16
456,842,0,0,42
578,1251,15,16,18
1456,1517,0,0,38
981,636,0,0,23
776,1086,0,0,92
8012,8695,389,285,145
788,1829,0,56,75
3179,1821,7,0,136
4228,5689,25,29,80
3585,1980,578,139,138
72,89,0,0,12
3075,4448,15,88,256
373,184,0,0,27
676,723,0,0,333
2373,2744,0,26,130
6834,8881,93,20,343
4373,5432,22,0,90
5368,8233,237,381,154
3820,2916,58,85,164
3279,2193,31,10,202
402,738,0,0,79
0,0,0,0,11
2410,2752,22,26,101
3943,3114,8,0,169
994,1031,283,338,41
2675,3810,548,707,90
1191,684,19,0,36
638,937,0,0,24
5897,11764,0,96,146
3163,3824,283,338,121
2128,2835,8,0,61
714,413,0,0,49
2473,3762,0,0,126
9209,10427,212,114,278
5493,8908,44,110,108
2902,1246,78,18,22
3649,6172,15,10,144
0,0,0,0,1
2396,2524,11,11,51
2564,2879,0,0,235
6605,8154,0,12,190
135,311,0,0,11
5411,3304,188,33,88
940,2033,0,0,36
3767,6371,20,25,228
116,160,0,0,26
984,440,7,0,49
4458,4236,93,111,195
141,360,0,0,36
2490,2752,16,0,141
2544,1838,79,27,123
3547,3573,0,0,174
1500,2688,114,269,270
4556,4680,490,47,97
3470,3795,918,296,45
1818,757,36,0,32
1819,2217,287,338,33
1278,3469,0,55,203
3026,1631,121,20,58
688,828,23,15,66
1212,1129,15,0,89
89,357,0,0,31
572,461,13,0,91
2304,1384,0,0,275
1221,2379,0,0,81
252,1027,0,0,9
0,0,0,0,3
1715,3105,0,0,139
1543,1360,274,338,66
491,965,0,0,101
1158,1178,0,0,72
1693,1168,9,0,39
696,1392,122,292,104
2747,4788,0,11,120
1357,2597,0,0,67
204,641,0,0,59
3671,2474,16,41,89
1119,1175,7,0,65
4058,2691,24,0,260
2263,1505,442,47,50
674,1344,0,35,84
861,2246,8,413,235
1163,1501,0,11,40
3903,9779,0,127,169
17,50,0,0,38
1691,4137,15,33,234
1025,1868,0,8,96
1052,1304,0,0,67
1424,891,0,0,34
2707,2193,0,0,46
1702,1323,195,92,157
1983,2011,93,93,99
2460,4073,9,0,198
581,945,0,8,60
3423,2277,128,0,105
1543,2189,16,25,56
1833,3408,0,95,91
461,692,0,11,81
3520,1930,10,0,95
440,465,0,0,23
0,0,0,0,3
114,0,0,0,16
221,339,17,0,36
1291,950,402,323,75
2374,4568,0,77,242
286,276,0,0,19
2244,2602,0,0,135
717,1279,0,0,26
4493,2143,16,0,189
1078,1756,13,23,41
370,59,0,0,17
482,935,0,0,140
2272,4249,0,10,51
4498,5891,195,101,256
2482,3424,20,76,200
3995,5483,20,83,282
953,1679,8,33,131
2577,3331,26,0,38
813,2476,0,0,45
635,470,0,0,58
930,1469,274,338,71
1312,1457,9,0,72
0,0,0,0,7
2182,1165,7,0,90
2661,3907,10,78,177
1024,1076,0,0,118
1172,1313,12,12,45
1137,2152,114,269,113
1003,2213,22,0,88
2040,2662,0,0,64
2495,4097,15,0,25
188,1178,0,0,89
2049,2540,0,0,263
78,432,0,0,3
7624,7659,90,50,283
795,1527,0,0,107
195,102,0,0,27
1801,2278,0,0,177
1414,950,0,0,43
2384,2411,0,9,162
8112,9172,305,392,262
2171,1648,24,0,112
4612,4056,83,0,183
