Word_Positive,Word_Negative,Bigram_Positive,Bigram_Negative,Length
1464,933,21,0,70
7800,12116,489,737,260
5777,6440,229,251,108
849,1103,0,0,73
292,515,0,0,38
1281,1672,9,0,43
2641,4312,0,8,117
1633,2869,0,18,155
252,1027,0,0,20
1638,3013,20,37,73
2517,1568,24,14,117
1324,1373,428,96,93
1151,547,501,170,34
1401,2309,93,20,81
442,67,0,0,9
1560,1556,0,50,338
2512,4286,50,110,113
1288,2029,64,31,210
1809,2001,0,0,178
0,0,0,0,11
167,19,0,0,12
536,754,0,0,54
6710,9844,31,75,233
724,768,28,51,33
240,96,0,0,194
1229,1808,195,92,28
35,141,0,0,11
2136,3580,24,102,59
2386,2299,13,0,24
7347,12958,43,98,248
2775,3351,9,15,181
176,240,0,0,30
1146,2219,0,0,96
3376,4445,34,0,264
741,2380,0,492,230
4548,3335,208,111,108
87,121,0,0,17
1573,1246,235,20,99
6792,8505,67,73,179
717,807,0,0,89
5160,8234,37,81,141
3581,1882,146,0,97
3525,3325,9,37,80
480,1677,0,34,130
578,1298,0,15,14
2492,3895,162,188,48
3133,2330,76,44,76
4237,3293,93,33,206
130,491,0,0,57
2492,1681,109,42,47
1021,1382,0,0,42
2874,2258,32,0,29
5960,5497,272,224,288
649,1122,9,0,55
1485,235,0,0,28
262,529,0,0,86
2913,3199,39,85,153
140,279,0,0,35
4953,8500,0,55,98
3390,4533,556,460,218
3224,4362,29,10,138
1587,1000,105,30,180
0,0,0,0,5
1447,1594,162,188,128
3486,3800,51,69,133
1359,557,0,0,6
816,1020,10,0,57
2918,3857,0,0,90
1782,953,0,0,45
6897,6857,46,77,249
4910,4553,394,187,151
2907,1625,26,0,69
8033,10873,17,49,279
3694,5505,171,211,41
442,67,0,0,4
1631,3319,8,33,110
238,187,0,0,40
834,837,0,0,41
28,88,0,0,16
841,1125,0,0,10
6580,6779,455,96,260
1105,2039,0,27,99
330,1237,0,0,69
1749,2714,0,0,173
869,1099,0,0,98
1145,2156,0,0,105
473,113,0,0,39
6066,9888,18,109,265
872,718,0,0,53
3429,3734,62,0,112
5524,6984,21,0,216
1389,448,442,96,99
1068,1554,28,15,192
1638,3217,0,18,106
4163,6097,8,22,158
3817,3562,56,81,258
752,260,23,0,10
885,1786,0,8,56
3898,4324,529,251,207
459,1271,0,61,111
1094,1226,10,0,130
172,236,0,0,47
3480,3127,108,93,107
4836,4850,113,71,286
1204,577,10,0,35
1861,3832,0,24,92
1822,481,7,0,56
3765,5632,0,9,124
55,166,0,0,61
1000,654,0,0,12
3371,4176,180,274,318
360,509,0,0,52
2706,3002,23,12,148
1790,1814,7,15,28
3460,2061,443,96,124
1911,2523,0,0,138
564,375,12,0,18
2218,2101,442,47,55
2257,4052,19,87,279
180,162,0,0,16
6371,7348,816,487,156
2613,1179,22,0,142
19,0,0,0,17
2851,2055,931,296,77
254,434,0,0,2
6294,6928,0,31,279
561,1862,0,10,91
357,784,0,12,14
1115,1366,0,0,122
1529,478,537,105,73
7540,6768,178,129,170
1600,1969,0,0,196
936,3671,0,81,70
129,101,0,0,20
2035,2703,0,0,66
5478,7839,0,32,233
1455,2126,33,0,47
2373,2744,0,26,134
92,0,0,0,12
603,1549,0,30,74
2169,4111,114,269,245
1258,2652,0,12,53
3986,5707,8,56,278
590,498,0,0,35
5987,6555,121,53,151
0,0,0,0,5
445,731,0,0,49
2503,4385,7,0,138
401,807,0,10,89
539,787,0,14,217
1053,2270,0,0,109
6265,5753,586,163,152
2426,1957,38,0,280
6058,5845,64,8,272
396,538,0,0,20
44,22,0,0,29
1768,973,134,9,154
1242,721,13,0,29
1962,4459,15,104,221
52,52,0,0,11
1935,2140,10,10,123
482,415,0,0,20
2059,1701,50,39,62
1402,1860,23,15,75
2297,1039,25,15,61
1285,500,14,0,55
330,345,0,0,26
19760,21406,167,64,331
6435,7999,86,19,130
3244,1615,96,42,127
16,0,0,0,5
4599,3743,354,125,167
879,1771,0,26,130
241,535,0,0,69
5188,3360,507,111,110
862,1243,14,0,97
4236,6304,0,15,285
2958,3652,7,65,103
2110,1510,11,0,36
2868,4051,7,8,320
2373,3269,84,0,162
1437,2162,9,35,78
8587,6626,94,73,112
252,671,0,0,29
593,329,0,0,42
994,845,0,0,24
2102,2487,0,0,194
1243,900,0,0,60
6669,7654,29,43,136
1625,967,18,0,136
2040,2575,14,0,94
1372,1174,442,47,71
2900,470,0,0,39
3285,3466,12,0,191
802,1040,274,338,46
1488,2431,0,0,118
330,327,0,0,5
307,675,0,0,26
3529,4157,0,111,76
922,171,0,0,108
571,303,14,0,6
1470,1528,13,0,34
78,432,0,0,6
295,687,0,0,26
50,498,0,0,56
6145,3992,925,403,158
316,1234,0,0,16
5335,10821,0,315,125
2604,2684,0,0,229
5256,4461,937,357,253
1896,1354,19,0,96
1000,2296,0,21,72
2691,2437,8,0,242
3343,2092,95,90,77
1181,1206,26,10,124
3870,5615,28,76,212
4510,8054,46,120,276
928,1095,0,0,81
3376,4090,108,34,79
1663,4818,0,140,165
1995,4839,0,46,36
1372,1147,442,47,10
7783,5218,137,9,163
1279,660,0,0,36
3652,4745,0,0,117
643,554,163,119,32
0,0,0,0,16
2223,1266,31,0,55
2239,705,480,96,68
1929,1390,910,296,64
1752,2962,13,23,282
1214,1389,10,0,289
887,1717,0,0,276
5628,6076,0,12,310
3157,2367,501,192,281
6216,6674,45,9,139
1135,524,32,0,20
0,0,0,0,2
132,1769,0,46,30
1141,1504,0,0,44
589,98,0,0,14
646,1135,13,31,35
1069,1481,281,347,120
301,1139,0,0,28
3271,3339,16,0,157
963,1111,11,0,29
8144,7743,232,270,302
5205,5907,274,338,157
24,54,0,0,8
1975,1850,23,15,38
572,1327,114,269,53
30,65,0,0,22
32,75,0,0,41
1694,1640,274,338,65
4284,5024,110,42,77
8477,7869,248,179,201
1117,288,0,0,56
57,58,0,0,25
2258,880,0,0,88
1385,1469,26,19,112
1689,1262,197,20,73
1816,595,15,0,15
1506,362,0,0,24
3304,2688,105,93,171
1600,427,7,0,32
5234,7932,124,278,188
3721,5206,0,181,229
826,1306,0,0,73
330,327,0,0,5
2369,1449,436,96,95
6358,8046,124,286,212
2018,3151,37,67,159
2814,4539,0,0,156
2166,1668,9,0,91
2521,5523,0,35,194
2862,4426,0,14,117
4686,7187,118,186,208
182,394,0,0,21
1416,2499,0,19,163
2519,1728,428,96,86
396,1200,0,0,17
1462,2405,170,224,155
1600,427,7,0,25
2334,1641,169,33,99
2502,3406,0,0,222
2346,4208,0,34,79
3841,4764,24,32,209
4368,3164,170,33,108
1756,2412,114,379,272
618,1356,0,0,22
737,1878,0,8,63
2905,5024,15,19,82
378,1385,0,0,32
569,1222,114,269,56
1414,1679,24,17,86
1148,1227,28,29,43
1861,1072,11,0,34
5736,7171,8,40,252
618,1576,0,0,54
309,35,0,0,16
8337,8930,977,361,198
1574,1184,14,0,105
1363,1366,0,13,76
718,2201,0,13,23
5604,3914,41,22,281
3668,7403,20,114,154
2431,1888,106,30,114
817,216,145,0,71
786,1138,0,0,121
486,936,22,0,15
1300,1118,16,0,80
2048,3018,0,0,242
2747,3118,0,10,284
10899,16036,119,113,283
2541,3767,41,0,89
1253,1732,0,0,273
2023,2196,0,0,167
1994,1510,0,9,17
1669,4088,114,377,157
1151,301,14,0,45
2702,2153,0,0,117
2195,1890,41,0,132
828,331,17,0,38
1090,1645,0,0,63
2574,3595,283,352,164
1057,1966,0,0,84
943,1193,0,8,67
3795,1858,33,0,129
47,524,0,0,17
1426,1282,209,241,70
831,305,34,9,60
4402,3719,54,0,116
4837,4896,77,43,89
4269,5283,36,32,71
254,475,0,0,11
72,192,0,0,9
5230,4997,34,0,221
3176,4183,0,0,102
1535,3020,7,22,89
3251,2618,41,24,173
2126,1128,528,105,206
3610,4745,29,36,202
2503,2766,38,22,43
1628,2989,22,11,270
8095,6945,139,26,266
5040,3672,880,370,145
45,36,0,0,9
890,320,17,0,72
879,1530,0,0,83
486,936,22,0,24
1021,1323,8,32,51
2768,3549,8,9,81
552,767,0,0,34
3480,4943,0,15,168
4382,7107,28,130,217
5330,3675,38,0,148
1990,1136,0,0,58
31,98,10,23,16
385,92,0,0,4
126,137,0,0,11
2521,5523,0,35,194
1326,2965,0,25,150
655,916,0,0,73
2416,2191,0,0,99
1507,2215,8,0,82
370,43,0,0,8
1214,2289,13,68,96
3488,4022,0,0,173
1469,1149,13,0,69
0,0,0,0,42
699,1156,0,14,86
1436,2640,24,65,166
1888,3145,0,0,35
2520,1564,91,9,33
2706,4272,0,0,194
193,169,0,0,34
1476,1167,0,0,84
6527,5274,74,0,267
5070,5683,25,88,255
182,239,8,23,97
150,192,0,0,25
2867,2039,80,98,28
2350,5527,8,40,101
563,468,47,38,95
3034,3223,0,0,181
3074,2125,619,600,119
1714,1441,442,47,140
13,0,0,0,23
623,1486,0,0,85
1072,478,0,0,24
262,331,0,0,44
745,590,8,0,60
802,2055,9,93,199
11068,12603,214,153,276
3061,3320,55,0,73
549,774,0,0,16
378,163,10,0,33
1441,868,19,0,46
935,1229,0,0,71
132,681,0,0,54
566,2241,0,11,90
1378,2907,0,29,160
1624,1868,16,0,63
478,720,0,0,282
3916,3114,0,0,227
2646,3915,9,0,62
3625,6038,15,22,94
2606,4644,20,72,246
1639,969,0,0,58
4371,2363,179,21,204
1587,1278,17,0,59
2119,4021,114,281,233
847,619,10,0,92
6009,7765,29,15,147
6962,5999,500,141,197
3413,3271,64,85,106
3329,2776,18,0,201
2550,1502,8,0,96
0,0,0,0,3
3210,4211,453,47,27
601,670,0,0,74
1449,623,11,0,36
2024,3755,122,323,252
4985,4027,217,207,296
1372,1147,442,47,21
13,17,0,0,17
1568,2288,0,0,126
1820,655,7,0,54
815,845,0,0,58
6466,3326,70,30,75
472,425,0,0,34
1138,1331,0,0,46
42,20,0,0,10
3229,2680,910,296,96
3121,1894,949,296,116
1683,2522,0,8,35
1621,1966,0,14,32
1038,1880,7,37,93
2174,1723,8,0,117
631,1033,13,36,57
3566,2991,386,164,95
4206,4327,115,42,289
3080,5019,48,43,173
1175,3789,0,71,135
1366,905,0,0,65
1159,1565,13,36,74
92,124,0,0,16
317,376,0,0,58
4315,6158,7,30,228
264,1027,0,0,20
5398,4609,16,0,288
6516,6147,45,24,280
4874,8242,0,38,283
2435,2104,442,47,76
1851,1441,15,15,172
221,339,17,0,39
1644,1297,16,11,64
6545,9187,49,201,283
1126,2014,0,23,72
5713,6235,26,10,171
3688,5305,9,11,169
1835,934,0,0,32
4577,6956,0,0,280
2794,5114,23,0,68
5088,6129,32,10,121
1406,711,13,0,52
4350,5247,62,90,223
867,1088,0,0,82
0,0,0,0,21
3165,2141,555,105,193
8278,5800,102,8,258
137,507,0,0,40
1527,2148,33,0,40
0,0,0,0,6
2363,2855,281,338,203
0,66,0,0,17
1530,1576,0,0,92
1689,1262,197,20,73
1938,3718,0,18,22
3791,2885,32,0,59
1449,2727,0,51,45
6321,6609,531,229,157
39,0,0,0,18
925,1178,0,0,38
303,439,0,0,28
423,473,0,0,46
2796,1615,23,0,43
247,282,0,0,9
578,1237,0,0,47
2024,2641,0,0,111
1078,1387,0,8,189
6121,10938,0,181,260
0,0,0,0,198
867,1982,0,11,18
18,49,0,0,16
686,463,144,111,64
114,288,0,0,50
2112,5298,0,260,107
1953,959,25,15,83
3479,3503,215,243,49
1258,2510,0,29,81
1163,842,0,0,23
5303,8338,52,115,268
1048,1583,218,304,54
707,868,15,0,41
104,128,56,31,49
1362,1034,98,30,106
1180,2131,0,11,31
1372,1147,442,47,13
5576,6179,16,64,169
43,137,0,0,7
2071,2057,23,10,54
1729,3393,0,23,277
1067,590,35,0,56
492,469,15,0,65
385,92,0,0,3
684,314,0,0,39
414,959,0,0,40
1949,2427,274,338,52
368,1633,0,14,78
295,1166,0,0,25
2027,3724,114,369,276
1334,1414,0,0,24
2137,3143,16,0,67
0,0,0,0,5
3720,5040,402,346,79
2406,2020,0,0,109
3493,3648,435,96,171
3435,3975,0,0,132
961,1980,0,18,159
305,269,0,0,41
0,0,0,0,23
3554,2058,0,0,81
2040,1141,0,0,37
1153,1476,258,212,61
0,0,0,0,3
10792,15559,105,98,311
981,1111,11,0,34
2414,1673,8,0,45
3358,2969,18,0,146
1062,1236,0,0,131
968,1202,29,54,49
4713,6546,8,0,152
2110,1508,12,8,118
1614,1809,0,0,269
252,1049,0,0,37
2756,2861,18,9,190
2490,2637,19,17,124
1121,1289,0,0,62
587,900,0,0,99
1678,775,14,0,74
865,852,9,0,76
8213,7807,66,9,275
4644,4344,156,38,93
2014,781,170,188,48
2910,5041,32,26,129
5216,4351,91,48,131
1723,686,969,296,110
10093,11674,675,274,336
5478,7628,25,34,218
346,2023,0,44,87
2105,3018,77,176,134
243,995,0,0,60
2355,4474,28,143,114
8249,13657,139,194,261
2010,3373,15,64,118
1199,2057,7,22,281
1423,1388,0,13,90
2554,3230,127,50,86
3567,6142,0,41,228
79,342,0,0,20
3521,2940,442,47,98
3921,3051,199,114,64
1361,567,0,0,36
5145,5998,43,26,112
712,2314,0,55,81
520,1651,0,14,54
7424,4929,162,199,161
2605,3926,0,48,131
1687,3083,8,12,94
4777,7005,17,27,214
0,42,0,0,19
1067,1861,0,0,64
1873,1017,0,0,43
31,21,0,0,34
330,327,0,0,5
2803,5008,0,21,71
0,0,0,0,2
1078,1756,13,23,39
3885,7730,0,266,248
812,1391,98,30,54
6252,4593,399,250,131
656,1874,0,55,63
921,1769,0,15,113
1160,276,23,0,77
2514,2269,449,47,63
1186,2506,0,20,135
429,1348,0,26,77
0,0,0,0,32
2355,1197,283,338,94
1436,2322,28,88,26
1587,1603,0,0,171
334,308,50,62,41
7370,8295,515,378,251
2907,4346,29,15,66
533,395,0,0,58
1986,2099,31,9,83
224,418,0,0,9
4382,4625,108,105,57
81,714,0,0,34
3596,3345,22,0,110
1854,2274,14,20,55
1293,2424,0,11,205
523,52,0,0,50
2331,3900,0,12,242
2080,4833,0,208,103
1739,2137,8,0,82
160,954,0,0,69
621,1120,13,31,43
2018,2737,65,83,66
576,203,0,0,105
395,265,11,0,14
754,1473,114,269,74
1550,647,10,0,49
3469,2804,468,47,165
253,725,0,0,83
549,203,15,0,26
0,0,0,0,1
880,2687,0,0,62
516,541,31,0,17
641,941,144,122,84
2285,1265,919,296,70
1744,780,14,0,23
8549,9264,56,60,275
1733,3249,0,0,102
3769,4067,0,13,177
1599,2213,0,46,138
78,460,0,0,20
727,668,33,0,48
2319,1689,282,338,64
367,1271,0,0,23
3130,3403,480,96,91
465,583,0,0,33
1884,1958,0,9,55
617,290,0,0,48
1557,1871,24,0,64
1677,1086,0,17,83
1988,1672,16,0,60
1008,662,14,0,48
161,268,0,0,24
0,0,0,0,11
1325,403,10,0,73
3484,2958,910,296,111
980,579,0,0,137
31,161,0,0,30
2442,1291,0,0,277
1528,3803,0,23,46
2252,1471,266,212,39
2210,1756,62,0,110
5191,5704,8,150,124
1440,2413,114,269,169
1480,911,0,23,36
1513,287,0,0,160
1353,1052,0,0,116
125,290,0,0,54
802,610,20,0,71
14,0,0,0,19
3893,3501,117,122,185
1939,3157,0,0,197
1689,2018,433,323,112
437,850,0,0,106
7211,6409,518,208,231
140,20,0,0,30
983,2102,0,12,90
577,825,0,0,40
3625,4698,37,36,249
1819,3010,0,0,71
1877,1298,159,33,26
0,46,0,0,9
298,857,0,0,157
1723,2153,0,0,192
1425,1146,0,0,42
6417,12107,0,205,262
1907,3532,0,34,37
1947,2212,489,621,83
2003,2457,0,10,104
1490,1244,33,25,98
2576,3337,42,26,212
4318,6533,29,31,304
2833,3104,435,146,197
1394,1425,0,0,108
3931,3068,910,309,161
2658,2937,18,0,190
2283,2580,16,49,91
1426,1282,209,241,70
346,35,0,0,30
1275,1038,0,0,80
88,149,0,0,11
731,1228,0,0,113
682,2436,0,0,69
2468,3551,42,100,82
1646,3222,0,13,99
1990,1136,0,0,58
808,776,11,0,62
2660,2076,43,26,58
295,300,0,0,27
823,2105,114,291,83
364,708,0,0,35
3812,5263,38,66,162
1734,3706,9,15,112
327,1021,0,0,42
1979,2465,114,269,74
2213,3372,37,36,189
2763,3826,18,49,200
3325,5686,0,9,134
222,298,0,0,11
2235,2834,0,9,155
2429,4055,0,0,122
644,952,0,0,37
7504,8075,551,47,170
2801,2469,0,0,68
1018,2137,274,338,34
3406,5032,30,54,65
4543,4324,22,17,175
5462,4848,127,51,196
228,147,0,0,22
1694,2515,0,20,47
2795,2579,8,0,177
2421,1445,13,0,72
89,360,0,0,6
1698,3056,0,47,34
1374,1225,0,0,99
1900,1287,15,0,28
2498,3920,0,10,116
2421,3995,39,96,68
1723,686,969,296,107
802,1062,0,0,134
514,418,0,0,35
1372,1147,442,47,10
0,0,0,0,2
6503,5372,84,68,269
1303,591,0,0,58
2586,4896,0,0,143
0,0,0,0,2
7321,8171,132,26,87
2053,3267,0,0,101
84,422,0,0,28
6426,9157,30,93,277
5487,9025,0,65,201
272,403,0,0,32
1610,1433,20,0,60
247,19,0,0,23
1771,915,910,296,69
369,1458,0,0,24
4698,3959,11,0,126
1117,525,0,0,35
3264,2016,8,0,217
5140,7191,0,0,248
440,78,0,0,19
552,705,24,0,68
0,0,0,0,1
809,753,0,0,46
138,1039,0,0,86
427,872,0,0,50
10319,12642,26,41,278
3628,4347,0,0,169
3793,6823,9,103,133
452,113,0,0,26
3909,4270,529,251,209
1650,1557,0,9,79
4238,5355,938,317,113
3216,5006,0,0,326
2827,2229,21,10,99
1299,2121,0,0,181
3472,5025,8,30,86
528,239,0,0,34
1486,311,0,0,54
0,53,0,0,15
1732,3938,15,62,274
2285,2823,29,36,68
288,749,0,0,26
312,313,0,0,86
1790,2656,0,0,159
2145,3767,15,48,244
2579,1994,0,0,135
50,106,0,0,31
528,882,0,0,87
2188,1911,528,105,78
1826,2810,0,0,55
2205,1552,0,0,42
1563,888,126,30,50
762,1365,180,251,92
2495,3182,29,20,248
3980,4681,62,106,111
2469,2412,43,0,75
1999,3202,0,0,220
2163,2469,0,0,74
769,1366,0,0,186
1211,399,14,0,29
1273,259,555,105,130
0,0,0,0,11
385,92,0,0,7
1062,946,0,0,48
2558,6630,13,218,222
1483,953,33,0,48
2943,2146,450,47,136
748,1235,0,0,107
356,1069,0,0,12
207,971,0,30,35
1970,2261,0,0,83
230,897,0,0,14
4374,2211,127,43,131
4614,5664,43,147,247
4024,3025,468,96,100
2383,2455,52,0,252
1569,1758,0,0,141
3657,6367,0,57,304
1686,413,17,9,75
1253,2286,0,0,29
3024,3271,19,0,73
907,710,51,19,86
62,151,0,0,12
2640,3267,0,0,23
8412,11527,95,228,280
2337,1405,497,47,111
1055,2609,0,14,262
429,513,0,0,63
1010,1184,0,0,88
1817,822,118,9,159
100,227,0,0,20
3775,3804,33,18,280
1749,945,80,0,80
1086,3408,0,74,27
2828,2673,29,9,86
3103,6099,170,268,53
2053,2340,17,0,108
231,317,0,0,16
3833,4441,428,110,104
3765,8235,0,116,140
0,0,0,0,5
0,0,0,0,9
1461,2055,0,0,99
4107,3054,374,173,200
371,472,0,0,32
20,135,0,0,49
120,630,0,0,28
2165,3675,114,269,337
154,496,0,0,31
0,0,0,0,3
548,1940,0,42,125
2571,4484,42,71,62
1370,687,98,30,60
732,323,43,0,81
722,993,0,0,63
1553,1552,0,0,103
1761,4179,15,16,71
1463,1648,428,96,42
2485,3861,0,24,160
12,49,0,0,14
3968,4733,0,8,297
8375,8762,621,121,171
926,1401,32,0,18
1973,1727,81,62,116
0,0,0,0,2
2793,813,0,0,61
1056,1398,0,35,101
7526,8541,918,340,175
1449,665,14,0,104
321,1135,0,13,19
5407,6467,27,32,244
3503,4775,0,8,183
4289,4005,7,0,162
1617,842,0,0,58
450,590,10,0,25
0,0,0,0,12
2145,2081,0,0,114
1533,1894,0,18,51
2706,4208,0,19,62
5779,7418,332,346,172
2314,3303,24,40,146
545,956,0,9,43
270,1093,0,0,20
330,327,0,0,5
2527,3882,44,54,223
3074,4632,0,0,202
1313,682,0,0,232
570,1686,0,0,142
4617,2325,115,0,94
6142,8630,501,105,109
756,1399,0,0,88
681,1307,0,0,39
5470,3564,42,0,113
10013,10230,1059,103,272
1808,4026,15,56,186
1493,1468,0,0,91
1949,1685,0,0,30
85,27,0,0,57
4062,3265,212,119,163
305,699,0,0,60
307,675,0,0,29
167,590,0,0,87
1804,2096,282,353,83
269,19,0,0,33
4505,7745,13,59,177
2322,2504,10,93,66
3679,3852,70,20,105
0,0,0,0,34
2989,3092,74,23,150
5023,9411,9,173,130
1437,1146,0,0,28
12,0,0,0,10
187,276,0,0,15
1860,1016,910,296,80
15976,18626,154,96,273
353,138,0,0,27
472,371,0,0,24
130,117,0,0,42
2176,3152,0,0,44
2427,2151,307,338,125
0,0,0,0,1
3585,4102,32,0,101
1000,1892,0,0,49
5888,4593,9,0,275
798,2134,180,271,32
2785,5234,0,13,244
1097,1383,0,0,134
2375,7368,0,0,119
20,0,0,0,12
139,241,0,0,15
834,879,180,251,57
1030,429,10,0,45
2302,3457,0,0,130
2867,1876,82,33,96
4829,10194,0,315,133
830,1484,180,294,139
1949,1804,282,353,111
2333,4843,0,18,165
707,1172,0,0,139
3971,5050,180,251,277
828,649,12,0,83
0,0,0,0,3
1379,713,63,33,104
802,1706,0,0,179
1223,2557,0,0,107
3016,4550,27,34,103
3374,1752,102,9,87
881,1930,0,22,148
4923,4508,920,313,248
609,932,0,0,68
2595,1408,17,0,114
1766,1997,8,12,76
1988,2053,18,0,54
1016,2423,0,10,67
1704,2140,42,8,37
1020,1273,0,0,128
326,1119,0,0,26
0,0,0,0,10
385,92,0,0,5
780,1449,0,9,39
1763,682,0,0,39
1152,1624,28,0,247
965,1496,0,0,106
853,1539,0,0,82
2809,3044,51,51,133
2568,3727,7,0,39
6926,6942,490,179,180
2330,3668,0,0,78
595,562,0,0,56
2549,2963,20,0,260
718,697,0,0,36
7146,9999,29,79,184
347,641,0,0,146
1969,3950,0,35,29
2541,2169,442,47,114
1068,807,0,0,18
2685,4697,122,269,273
2466,2453,0,8,124
385,92,0,0,5
50,0,0,0,16
2900,2144,0,0,71
1956,4476,20,94,196
10595,8424,560,105,192
7929,13587,53,198,267
2140,2767,93,20,120
859,634,20,0,67
5236,7935,180,261,104
7725,7900,83,83,235
682,2537,0,17,99
2561,2215,36,0,95
1210,980,8,0,61
1753,3101,33,0,37
956,1086,274,361,76
3956,3471,468,47,191
1693,3005,0,12,270
2775,3260,298,338,80
4211,6336,12,30,130
1029,904,37,9,35
2818,2180,105,93,164
2035,2859,247,281,254
972,1804,0,0,233
1235,590,0,0,58
694,1004,0,9,80
364,320,0,0,83
1078,1074,17,0,52
2228,3228,76,165,114
1510,1183,0,0,226
252,1027,0,0,15
997,1515,0,0,35
4264,5296,61,0,150
3030,4648,0,8,196
3265,3605,33,110,296
9855,8532,567,117,237
5441,5056,412,273,299
2724,3028,102,93,147
1280,1457,9,0,67
3567,3113,24,0,295
2010,2186,114,383,120
5725,6377,151,77,190
797,1310,0,0,202
2051,2389,69,43,58
3189,4244,36,73,45
594,1064,0,0,55
1803,1299,15,17,64
1432,1050,9,0,123
5252,6539,0,13,182
316,1234,0,0,17
6955,12975,40,178,318
825,246,0,0,17
384,1537,0,20,22
2481,3372,0,11,280
1072,636,18,0,72
3183,3481,43,118,90
1278,371,441,96,80
1963,1398,19,0,148
6076,4063,17,0,110
546,426,0,0,29
2234,1427,7,0,65
4818,5398,65,38,64
880,1928,0,0,119
1939,2576,7,26,105
3466,3458,43,0,70
1726,1471,10,0,110
1067,2221,7,0,128
752,1019,0,0,261
385,92,0,0,3
4178,3404,516,47,110
4491,5150,16,26,90
847,1971,0,12,78
3408,5926,22,39,77
0,0,0,0,2
6018,4152,199,61,107
2362,3217,37,38,126
1412,2026,0,13,40
3243,2712,114,28,95
0,0,0,0,2
357,1340,0,0,64
1228,672,15,0,71
4277,5100,53,109,160
330,327,0,0,6
1698,1877,0,0,146
2321,2504,19,0,153
626,1287,0,0,63
1495,1092,8,0,105
1434,1929,162,188,87
497,906,0,8,24
1995,2595,0,0,288
2032,4209,62,134,297
1712,993,13,0,16
565,1439,63,33,105
1126,1335,274,338,128
359,504,0,0,26
1966,2952,0,31,70
1063,1352,0,8,95
85,377,0,0,18
225,187,0,0,15
1386,951,10,0,126
2235,2601,30,0,86
806,273,62,42,78
330,737,0,0,89
955,1856,0,8,65
1850,1943,0,0,48
167,19,0,0,33
1565,1789,0,0,29
2355,718,0,0,95
784,1855,0,36,146
885,1786,0,8,50
2398,3427,53,66,55
2073,2052,15,27,233
21,0,0,0,22
247,287,10,12,109
59,0,0,0,5
1704,3463,0,0,293
3990,2825,0,0,219
146,137,0,0,22
3186,5237,0,21,86
5539,3197,79,0,117
2803,4246,0,9,120
2351,3159,0,11,122
1217,668,34,9,101
6046,4018,37,11,261
2602,3607,80,53,50
3293,4000,9,0,106
1930,3082,0,0,38
981,636,0,0,22
4389,4466,0,0,193
2564,3437,0,9,74
1072,834,44,36,80
1836,1226,0,0,72
1890,4140,114,328,68
3558,3246,939,332,94
929,687,0,0,79
2932,3329,20,12,169
3930,3004,8,0,169
2248,4694,21,42,75
2272,4411,0,0,59
726,2051,0,11,34
6249,7087,284,346,339
0,0,0,0,18
3422,1779,59,0,29
3251,1256,528,96,81
106,182,0,0,24
5803,6911,62,31,195
2610,4297,0,12,334
6043,10398,15,121,147
842,1167,274,338,85
25,84,0,0,15
619,546,162,188,57
0,0,0,0,12
3323,5232,8,0,177
2447,2087,457,64,46
1333,1522,0,10,93
1007,1264,12,0,79
2154,1825,27,0,112
280,399,0,0,33
1787,1381,21,0,56
59,191,0,0,26
5507,5805,523,114,51
0,0,0,0,2
2148,5314,0,46,43
1410,1749,0,0,244
0,0,0,0,1
733,290,0,0,80
3329,1895,18,0,181
2818,2050,24,0,194
227,520,0,0,58
1045,2918,0,8,92
1281,1077,0,10,87
4898,5096,0,16,274
1665,2584,29,0,313
385,964,0,41,101
2144,1393,15,0,61
638,1135,0,0,26
486,332,0,0,28
0,60,0,0,46
1646,1493,0,0,118
2834,3676,0,0,229
4074,4712,24,0,66
2616,3748,0,9,127
2669,3780,20,96,199
2074,1523,60,62,153
983,847,21,0,17
1619,608,17,0,75
1325,1755,7,10,40
1620,1689,9,23,107
5854,4956,1066,353,158
30,0,0,0,73
330,327,0,0,5
260,564,0,0,36
3702,3686,390,205,111
969,1072,38,27,111
411,769,0,0,42
1631,825,15,0,30
1871,810,910,296,87
1495,3137,30,53,87
728,1664,0,0,22
4390,4657,29,54,282
3311,4502,0,24,84
854,700,0,0,17
1489,4127,0,182,222
700,1512,114,269,56
1409,1131,0,0,143
1465,1057,0,8,49
6142,5422,8,39,216
1002,3224,0,211,111
1563,836,62,42,117
1188,3251,0,17,84
729,1283,0,9,128
3368,5882,22,39,76
8380,9088,137,68,192
2376,2970,0,0,168
2425,3202,53,90,125
1361,946,0,0,27
492,2028,9,20,108
1723,4324,0,9,80
1644,1469,20,23,103
1496,1221,0,0,43
777,229,0,0,44
677,1849,23,31,40
2098,1199,13,0,100
3188,4285,0,12,270
3721,3751,16,0,193
365,612,0,0,12
1098,1096,0,0,131
1742,1656,305,350,72
1842,1608,442,47,45
3322,3609,0,0,162
1016,2353,0,0,68
3825,2780,52,23,200
3061,6446,0,63,87
274,963,0,0,41
2707,4342,53,66,156
5049,6017,0,0,230
3179,4029,136,0,164
4077,6158,274,368,130
20,135,0,0,47
0,47,0,0,61
2779,1889,17,0,128
3388,4352,0,0,157
475,508,10,0,17
3747,2629,0,0,171
1273,2306,0,0,61
1261,1812,0,0,75
0,0,0,0,6
2829,3505,67,36,164
3602,5623,0,59,208
0,0,0,0,18
0,0,0,0,1
330,327,0,0,5
4957,6723,23,62,188
